isn_vinculo,cod_cargo,num_ano,num_mes,100,106
218731,W005,2014,4,0.0,0.15469817492746674
320454,W005,2014,10,0.0,0.13654645155694906
175043,W005,2014,2,0.0,0.13030196416619894
305879,W005,2014,3,0.0,0.2713125041932649
175041,W005,2014,7,0.0,0.10476583990482721
331429,W005,2014,9,0.0,0.341175652390202
305944,W005,2014,8,0.0,0.2444405898225983
331355,W005,2014,8,0.0,0.4098841595224342
177065,W005,2014,9,0.0,0.19016951426855552
296900,W005,2014,2,0.0,0.4744336024113932
218731,W005,2014,2,0.0,0.15469817492746674
305944,W005,2014,10,0.0,0.2444405898225983
312149,W005,2014,1,0.0,0.33567196149887335
175041,W005,2014,5,0.0,0.10476583990482721
312118,W005,2014,2,0.0,0.1431502915239593
312125,W005,2014,12,0.3533721441124781,0.22823585049230977
320424,W005,2014,6,0.0,0.13523717106393562
331429,W005,2015,12,0.0,0.35737302793819004
177065,W005,2015,7,0.0,0.19662755134601761
173352,W005,2015,10,0.0,0.1586230708935868
331355,W005,2015,12,0.0,0.4305130592588108
175041,W005,2015,4,0.0,0.10571576782158046
331390,W005,2015,6,0.0,0.12269517704987246
175043,W005,2015,2,0.0,0.1328984338053245
331390,W005,2015,2,0.0,0.12269517704987246
312149,W005,2015,9,0.0,0.4047530760155066
312118,W005,2015,5,0.09999999999999998,0.20364376312185098
331430,W005,2015,1,0.0,0.35737302793819004
175041,W005,2015,8,0.0,0.10571576782158046
296979,W005,2015,1,0.0,0.12432846396410402
320454,W005,2015,8,0.0,0.13954645646613725
331430,W005,2015,6,0.0,0.35737302793819004
312125,W005,2015,4,0.3533721441124781,0.2371489725887295
312149,W005,2015,1,0.0,0.4047530760155066
175043,W005,2015,7,0.0,0.1328984338053245
331430,W005,2015,8,0.0,0.35737302793819004
331355,W005,2015,3,0.0,0.4305130592588108
305879,W005,2015,1,0.0,0.2873360944789633
320424,W005,2015,5,0.0,0.13815175609843905
331390,W005,2015,11,0.0,0.12269517704987246
320454,W005,2015,11,0.0,0.13954645646613725
312118,W005,2015,4,0.09999999999999998,0.20364376312185098
175041,W005,2015,7,0.0,0.10571576782158046
312149,W005,2015,2,0.0,0.4047530760155066
296979,W005,2015,6,0.0,0.12432846396410402
296979,W005,2015,9,0.0,0.12432846396410402
264732,W005,2015,1,0.0,0.12032845741851975
331390,W005,2015,4,0.0,0.12269517704987246
177065,W005,2015,1,0.0,0.19662755134601761
305879,W005,2015,11,0.0,0.2873360944789633
175502,W005,2015,10,0.0,0.144518482275376
175041,W005,2015,5,0.0,0.10571576782158046
312118,W005,2015,6,0.09999999999999998,0.20364376312185098
320424,W005,2015,2,0.0,0.13815175609843905
305879,W005,2015,12,0.0,0.2873360944789633
218731,W005,2015,11,0.0,0.15886754846596052
312125,W005,2015,11,0.3533721441124781,0.2371489725887295
264732,W005,2015,10,0.0,0.12032845741851975
320424,W005,2015,11,0.0,0.13815175609843905
312125,W005,2015,10,0.3533721441124781,0.2371489725887295
218731,W005,2015,2,0.0,0.15886754846596052
305879,W005,2015,6,0.0,0.2873360944789633
305879,W005,2015,5,0.0,0.2873360944789633
331355,W005,2016,2,0.0,0.4305130592588108
175041,W005,2016,4,0.0,0.10571576782158046
264732,W005,2016,10,0.0,0.12032845741851975
305879,W005,2016,9,0.0,0.31037000551465477
331355,W005,2016,7,0.0,0.4305130592588108
173352,W005,2016,10,0.0,0.1586230708935868
312118,W005,2016,1,0.09999999999999998,0.20364376312185098
312149,W005,2016,12,0.0,0.4558385793463907
175041,W005,2016,7,0.0,0.10571576782158046
320454,W005,2016,1,0.0,0.13954645646613725
331355,W005,2016,12,0.0,0.4305130592588108
175502,W005,2016,7,0.0,0.144518482275376
320454,W005,2016,8,0.0,0.13954645646613725
331390,W005,2016,9,0.0,0.12269517704987246
312149,W005,2016,2,0.0,0.4047530760155066
331430,W005,2016,2,0.0,0.35737450069465015
331355,W005,2016,5,0.0,0.4305130592588108
331429,W005,2016,7,0.0,0.35737302793819004
296979,W005,2016,9,0.0,0.12432846396410402
264732,W005,2016,12,0.0,0.12032845741851975
312149,W005,2016,1,0.0,0.4047530760155066
331355,W005,2016,11,0.0,0.4305130592588108
312118,W005,2016,5,0.0,0.20364376312185098
312118,W005,2016,2,0.09999999999999998,0.20364376312185098
264732,W005,2016,6,0.0,0.12032845741851975
175502,W005,2016,2,0.0,0.144518482275376
305879,W005,2016,8,0.0,0.31037000551465477
175041,W005,2016,5,0.0,0.10571576782158046
320424,W005,2016,6,0.0,0.13815175609843905
331429,W005,2016,2,0.0,0.35737302793819004
320454,W005,2016,7,0.0,0.13954645646613725
264732,W005,2016,5,0.0,0.12032845741851975
264732,W005,2016,3,0.0,0.12032845741851975
312125,W005,2016,9,0.0,0.2371489725887295
320424,W005,2016,12,0.0,0.13815175609843905
305879,W005,2016,11,0.0,0.31037000551465477
320424,W005,2016,3,0.0,0.13815175609843905
331355,W005,2016,8,0.0,0.4305130592588108
175970,W005,2016,10,0.0,0.12244039018227816
312125,W005,2016,2,0.3533721441124781,0.2371489725887295
264732,W005,2016,2,0.0,0.12032845741851975
331390,W005,2016,7,0.0,0.12269517704987246
264732,W005,2017,12,0.0,0.12093376032361369
312149,W005,2017,1,0.0,0.4558385793463907
175041,W005,2017,5,0.0,0.10602946494757806
320454,W005,2017,4,0.0,0.14053614880731274
331355,W005,2017,7,0.0,0.43732308513023266
320424,W005,2017,1,0.0,0.13815175609843905
320454,W005,2017,3,0.0,0.13954645646613725
175502,W005,2017,7,0.0,0.14560832205583712
175041,W005,2017,7,0.0,0.10602946494757806
331390,W005,2017,6,0.0,0.12334760816168902
331355,W005,2017,9,0.0,0.43732308513023266
175041,W005,2017,4,0.0,0.10602946494757806
264732,W005,2017,2,0.0,0.12032845741851975
264732,W005,2017,3,0.0,0.12032845741851975
312149,W005,2017,2,0.0,0.4558385793463907
