isn_vinculo;num_ano;num_mes;8;160;207;324;8_yoy;160_yoy;207_yoy;324_yoy;IF_label;IF_score;anomalo
297042;2012;3;747.56;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1;0.0;0
297042;2012;4;747.56;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1;0.0;0
297042;2012;5;747.56;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1;0.0;0
297042;2012;6;747.56;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1;0.0;0
297042;2012;7;747.56;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1;0.0;0
297042;2012;8;747.56;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1;0.0;0
297042;2012;9;747.56;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1;0.0;0
297042;2012;10;747.56;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1;0.0;0
297042;2012;11;747.56;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1;0.0;0
297042;2012;12;747.56;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1;0.0;0
297042;2013;1;789.27;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1;0.0;0
297042;2013;2;789.27;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1;0.0;0
297042;2013;3;789.27;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1;0.0;0
297042;2013;4;789.27;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1;0.0;0
297042;2013;5;789.27;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1;0.0;0
297042;2013;6;789.27;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1;0.0;0
297042;2013;7;789.27;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1;0.0;0
297042;2013;8;789.27;0.0;0.0;678.0;1.0;1.0;1.0;1.0;1;0.0;0
297042;2013;9;789.27;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1;0.0;0
297042;2013;10;789.27;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1;0.0;0
297042;2013;11;789.27;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1;0.0;0
297042;2013;12;789.27;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1;0.0;0
297042;2014;1;834.26;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1;0.0;0
297042;2014;2;834.26;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1;0.0;0
297042;2014;3;834.26;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1;0.0;0
297042;2014;4;834.26;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1;0.0;0
297042;2014;5;834.26;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1;0.0;0
297042;2014;6;834.26;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1;0.0;0
297042;2014;7;834.26;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1;0.0;0
297042;2014;8;834.26;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1;0.0;0
297042;2014;9;834.26;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1;0.0;0
297042;2014;10;834.26;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1;0.0;0
297042;2014;11;834.26;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1;0.0;0
297042;2014;12;834.26;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1;0.0;0
297042;2015;1;888.07;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1;0.0;0
297042;2015;2;888.07;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1;0.0;0
297042;2015;3;888.07;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1;0.0;0
297042;2015;4;888.07;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1;0.0;0
297042;2015;5;888.07;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1;0.0;0
297042;2015;6;888.07;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1;0.0;0
297042;2015;7;888.07;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1;0.0;0
297042;2015;8;888.07;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1;0.0;0
297042;2015;9;888.07;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1;0.0;0
297042;2015;10;888.07;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1;0.0;0
297042;2015;11;888.07;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1;0.0;0
297042;2015;12;888.07;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1;0.0;0
297042;2016;1;888.07;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1;0.0;0
297042;2016;2;888.07;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1;0.0;0
297042;2016;3;888.07;12.24;0.0;0.0;1.0;1.0;1.0;1.0;1;0.0;0
297042;2016;4;888.07;12.24;0.0;0.0;1.0;1.0;1.0;1.0;1;0.0;0
297042;2016;5;888.07;12.24;0.0;0.0;1.0;1.0;1.0;1.0;1;0.0;0
