isn_vinculo;num_ano;num_mes;100;106;100_yoy;106_yoy;IF_label;IF_score;anomalo
167321;2007;11;0.0;696.94;1.0;1.0;1;0.2571856737752446;0
167321;2007;12;0.0;696.94;1.0;1.0;1;0.2571856737752446;0
167321;2008;1;0.0;696.94;1.0;1.0;1;0.2571856737752446;0
167321;2008;2;0.0;696.94;1.0;1.0;1;0.2571856737752446;0
167321;2008;3;0.0;696.94;1.0;1.0;1;0.2571856737752446;0
167321;2008;4;0.0;696.94;1.0;1.0;1;0.2571856737752446;0
167321;2008;5;0.0;696.94;1.0;1.0;1;0.2571856737752446;0
167321;2008;6;0.0;696.94;1.0;1.0;1;0.2571856737752446;0
167321;2008;7;0.0;739.66;1.0;1.0;1;0.2571856737752446;0
167321;2008;8;0.0;739.66;1.0;1.0;1;0.2571856737752446;0
167321;2008;9;0.0;739.66;1.0;1.0;1;0.2571856737752446;0
167321;2008;10;0.0;739.66;1.0;1.0;1;0.2571856737752446;0
167321;2008;11;0.0;739.66;1.0;1.0;1;0.2571856737752446;0
167321;2008;12;0.0;739.66;1.0;1.0;1;0.2571856737752446;0
167321;2009;1;0.0;739.66;1.0;1.0;1;0.2571856737752446;0
167321;2009;2;0.0;739.66;1.0;1.0;1;0.2571856737752446;0
167321;2009;3;0.0;739.66;1.0;1.0;1;0.2571856737752446;0
167321;2009;4;0.0;739.66;1.0;1.0;1;0.2571856737752446;0
167321;2009;5;0.0;739.66;1.0;1.0;1;0.2571856737752446;0
167321;2009;6;0.0;739.66;1.0;1.0;1;0.2571856737752446;0
167321;2009;7;0.0;784.04;1.0;1.0;1;0.2571856737752446;0
167321;2009;8;0.0;784.04;1.0;1.0;1;0.2571856737752446;0
167321;2009;9;0.0;784.04;1.0;1.0;1;0.2571856737752446;0
167321;2009;10;0.0;784.04;1.0;1.0;1;0.2571856737752446;0
167321;2009;11;0.0;784.04;1.0;1.0;1;0.2571856737752446;0
167321;2009;12;0.0;784.04;1.0;1.0;1;0.2571856737752446;0
167321;2010;1;0.0;784.04;1.0;1.0;1;0.2571856737752446;0
167321;2010;2;0.0;784.04;1.0;1.0;1;0.2571856737752446;0
167321;2010;3;0.0;784.04;1.0;1.0;1;0.2571856737752446;0
167321;2010;4;0.0;784.04;1.0;1.0;1;0.2571856737752446;0
167321;2010;5;0.0;784.04;1.0;1.0;1;0.2571856737752446;0
167321;2010;6;0.0;784.04;1.0;1.0;1;0.2571856737752446;0
167321;2010;7;0.0;821.99;1.0;1.0;1;0.2571856737752446;0
167321;2010;8;0.0;821.99;1.0;1.0;1;0.2571856737752446;0
167321;2010;9;0.0;821.99;1.0;1.0;1;0.2571856737752446;0
167321;2010;10;0.0;821.99;1.0;1.0;1;0.2571856737752446;0
167321;2010;11;0.0;821.99;1.0;1.0;1;0.2571856737752446;0
