isn_vinculo;num_ano;num_mes;100;106;IF_label;IF_score;anomalo
296979;2009;11;0.0;166.37;1;0.1829809496464686;0
296999;2009;11;0.0;338.9;1;0.1626805708077716;0
305944;2009;11;0.0;797.52;1;0.12289395398652059;0
312118;2009;11;0.0;274.31;1;0.1839331077867708;0
312125;2009;11;0.0;327.5;1;0.16884799207563372;0
320424;2009;11;0.0;233.43;1;0.18106963321552638;0
320454;2009;11;0.0;240.19;1;0.185287186408098;0
331355;2009;11;0.0;1652.13;-1;-0.010541391424110702;1
331390;2009;11;0.0;158.43;1;0.18350279021593413;0
331429;2009;11;0.0;784.04;1;0.13114664166385198;0
12898;2009;12;0.0;473.59;1;0.13729421542217135;0
20321;2009;12;0.0;110.91;1;0.17204232334939384;0
73309;2009;12;0.0;363.61;1;0.15400744789473747;0
80204;2009;12;0.0;141.74;1;0.18049714305336895;0
127853;2009;12;0.0;794.22;1;0.1250349572535857;0
167321;2009;12;0.0;784.04;1;0.13114664166385198;0
172915;2009;12;0.0;333.33;1;0.16573018367843478;0
173352;2009;12;0.0;332.78;1;0.16573018367843478;0
175041;2009;12;0.0;76.03;1;0.15723953583985334;0
175043;2009;12;0.0;207.95;1;0.1892783056368566;0
175502;2009;12;0.0;264.33;1;0.1813795869049531;0
175970;2009;12;0.0;157.2;1;0.1828421623085255;0
177065;2009;12;0.0;517.2;1;0.12360961355184297;0
177356;2009;12;0.0;120.35;1;0.17819928188131395;0
218731;2009;12;0.0;333.97;1;0.1651988575650794;0
264732;2009;12;0.0;146.95;1;0.18270495074056858;0
296900;2009;12;0.0;1985.56;-1;-0.07058530454916989;1
296979;2009;12;0.0;166.37;1;0.1829809496464686;0
296999;2009;12;0.0;338.9;1;0.1626805708077716;0
305879;2009;12;0.0;790.5;1;0.12814214932108464;0
305944;2009;12;0.0;797.52;1;0.12289395398652059;0
312118;2009;12;0.0;274.31;1;0.1839331077867708;0
312125;2009;12;0.0;327.5;1;0.16884799207563372;0
320424;2009;12;0.0;233.43;1;0.18106963321552638;0
320454;2009;12;0.0;240.19;1;0.185287186408098;0
331355;2009;12;0.0;1652.13;-1;-0.010541391424110702;1
331390;2009;12;0.0;158.43;1;0.18350279021593413;0
331429;2009;12;0.0;784.04;1;0.13114664166385198;0
12898;2010;1;0.0;473.59;1;0.14134235278421892;0
20321;2010;1;0.0;110.91;1;0.15720424900860624;0
73309;2010;1;0.0;363.61;1;0.17825942196713712;0
80204;2010;1;0.0;141.74;1;0.16994310803173301;0
127853;2010;1;0.0;794.22;1;0.12930421925644725;0
167321;2010;1;0.0;784.04;1;0.1271855523634492;0
172915;2010;1;0.0;333.33;1;0.1839795556303349;0
173352;2010;1;0.0;332.78;1;0.1839412350492356;0
175041;2010;1;0.0;76.03;1;0.10853547470045882;0
175043;2010;1;0.0;207.95;1;0.1848374729079988;0
175502;2010;1;0.0;264.33;1;0.1871429998322366;0
175970;2010;1;0.0;157.2;1;0.17681964716537352;0
177065;2010;1;0.0;517.2;1;0.1339814466507918;0
177356;2010;1;0.0;120.35;1;0.16101875314819186;0
218731;2010;1;0.0;333.97;1;0.18346106758871294;0
264732;2010;1;0.0;146.95;1;0.17120638641571306;0
296900;2010;1;0.0;1985.56;-1;-0.044214239069801486;1
296979;2010;1;0.0;166.37;1;0.17897472932946085;0
296999;2010;1;0.0;338.9;1;0.18273891150765498;0
305879;2010;1;0.0;867.0;1;0.13130256127694973;0
305944;2010;1;0.0;797.52;1;0.13192247009525804;0
312118;2010;1;0.0;274.31;1;0.18117468800940278;0
312125;2010;1;0.0;327.5;1;0.18388968943100376;0
320424;2010;1;0.0;233.43;1;0.186293891098878;0
320454;2010;1;0.0;240.19;1;0.18447765028348845;0
331355;2010;1;0.0;1652.13;1;0.0072653221282174;0
331390;2010;1;0.0;158.43;1;0.1762393118543596;0
331429;2010;1;0.0;784.04;1;0.1271855523634492;0
12898;2010;2;0.0;473.59;1;0.14134235278421892;0
20321;2010;2;0.0;110.91;1;0.15720424900860624;0
73309;2010;2;0.0;363.61;1;0.17825942196713712;0
80204;2010;2;0.0;141.74;1;0.16994310803173301;0
127853;2010;2;0.0;794.22;1;0.12930421925644725;0
167321;2010;2;0.0;784.04;1;0.1271855523634492;0
172915;2010;2;0.0;333.33;1;0.1839795556303349;0
173352;2010;2;0.0;332.78;1;0.1839412350492356;0
175041;2010;2;0.0;76.03;1;0.10853547470045882;0
175043;2010;2;0.0;207.95;1;0.1848374729079988;0
175502;2010;2;0.0;264.33;1;0.1871429998322366;0
175970;2010;2;0.0;157.2;1;0.17681964716537352;0
177065;2010;2;0.0;517.2;1;0.1339814466507918;0
177356;2010;2;0.0;120.35;1;0.16101875314819186;0
218731;2010;2;0.0;333.97;1;0.18346106758871294;0
264732;2010;2;0.0;146.95;1;0.17120638641571306;0
296900;2010;2;0.0;1985.56;-1;-0.044214239069801486;1
296979;2010;2;0.0;166.37;1;0.17897472932946085;0
296999;2010;2;0.0;338.9;1;0.18273891150765498;0
305879;2010;2;0.0;867.0;1;0.13130256127694973;0
305944;2010;2;0.0;797.52;1;0.13192247009525804;0
312118;2010;2;0.0;274.31;1;0.18117468800940278;0
312125;2010;2;0.0;327.5;1;0.18388968943100376;0
320424;2010;2;0.0;233.43;1;0.186293891098878;0
320454;2010;2;0.0;240.19;1;0.18447765028348845;0
331355;2010;2;0.0;1652.13;1;0.0072653221282174;0
331390;2010;2;0.0;158.43;1;0.1762393118543596;0
331429;2010;2;0.0;784.04;1;0.1271855523634492;0
12898;2010;3;0.0;473.59;1;0.14134235278421892;0
20321;2010;3;0.0;110.91;1;0.15720424900860624;0
73309;2010;3;0.0;363.61;1;0.17825942196713712;0
80204;2010;3;0.0;141.74;1;0.16994310803173301;0
127853;2010;3;0.0;794.22;1;0.12930421925644725;0
167321;2010;3;0.0;784.04;1;0.1271855523634492;0
172915;2010;3;0.0;333.33;1;0.1839795556303349;0
173352;2010;3;0.0;332.78;1;0.1839412350492356;0
175041;2010;3;0.0;76.03;1;0.10853547470045882;0
175043;2010;3;0.0;207.95;1;0.1848374729079988;0
175502;2010;3;0.0;264.33;1;0.1871429998322366;0
175970;2010;3;0.0;157.2;1;0.17681964716537352;0
177065;2010;3;0.0;517.2;1;0.1339814466507918;0
177356;2010;3;0.0;120.35;1;0.16101875314819186;0
218731;2010;3;0.0;333.97;1;0.18346106758871294;0
264732;2010;3;0.0;146.95;1;0.17120638641571306;0
296900;2010;3;0.0;1985.56;-1;-0.044214239069801486;1
296979;2010;3;0.0;166.37;1;0.17897472932946085;0
296999;2010;3;0.0;338.9;1;0.18273891150765498;0
305879;2010;3;0.0;867.0;1;0.13130256127694973;0
305944;2010;3;0.0;797.52;1;0.13192247009525804;0
312118;2010;3;0.0;274.31;1;0.18117468800940278;0
312125;2010;3;0.0;327.5;1;0.18388968943100376;0
320424;2010;3;0.0;233.43;1;0.186293891098878;0
320454;2010;3;0.0;240.19;1;0.18447765028348845;0
331355;2010;3;0.0;1652.13;1;0.0072653221282174;0
331390;2010;3;0.0;158.43;1;0.1762393118543596;0
331429;2010;3;0.0;784.04;1;0.1271855523634492;0
12898;2010;4;0.0;473.59;1;0.14134235278421892;0
20321;2010;4;0.0;110.91;1;0.15720424900860624;0
73309;2010;4;0.0;363.61;1;0.17825942196713712;0
80204;2010;4;0.0;141.74;1;0.16994310803173301;0
127853;2010;4;0.0;794.22;1;0.12930421925644725;0
167321;2010;4;0.0;784.04;1;0.1271855523634492;0
172915;2010;4;0.0;333.33;1;0.1839795556303349;0
173352;2010;4;0.0;332.78;1;0.1839412350492356;0
175041;2010;4;0.0;76.03;1;0.10853547470045882;0
175043;2010;4;0.0;207.95;1;0.1848374729079988;0
175502;2010;4;0.0;264.33;1;0.1871429998322366;0
175970;2010;4;0.0;157.2;1;0.17681964716537352;0
177065;2010;4;0.0;517.2;1;0.1339814466507918;0
177356;2010;4;0.0;120.35;1;0.16101875314819186;0
218731;2010;4;0.0;333.97;1;0.18346106758871294;0
264732;2010;4;0.0;146.95;1;0.17120638641571306;0
296900;2010;4;0.0;1985.56;-1;-0.044214239069801486;1
296979;2010;4;0.0;166.37;1;0.17897472932946085;0
296999;2010;4;0.0;338.9;1;0.18273891150765498;0
305879;2010;4;0.0;867.0;1;0.13130256127694973;0
305944;2010;4;0.0;797.52;1;0.13192247009525804;0
312118;2010;4;0.0;274.31;1;0.18117468800940278;0
312125;2010;4;0.0;327.5;1;0.18388968943100376;0
312149;2010;4;0.0;953.25;1;0.09902782273097921;0
320424;2010;4;0.0;233.43;1;0.186293891098878;0
320454;2010;4;0.0;240.19;1;0.18447765028348845;0
331355;2010;4;0.0;1652.13;1;0.0072653221282174;0
331390;2010;4;0.0;158.43;1;0.1762393118543596;0
331429;2010;4;0.0;784.04;1;0.1271855523634492;0
12898;2010;5;0.0;473.59;1;0.14134235278421892;0
20321;2010;5;0.0;110.91;1;0.15720424900860624;0
73309;2010;5;0.0;363.61;1;0.17825942196713712;0
80204;2010;5;0.0;141.74;1;0.16994310803173301;0
127853;2010;5;0.0;794.22;1;0.12930421925644725;0
167321;2010;5;0.0;784.04;1;0.1271855523634492;0
172915;2010;5;0.0;333.33;1;0.1839795556303349;0
173352;2010;5;0.0;332.78;1;0.1839412350492356;0
175041;2010;5;0.0;76.03;1;0.10853547470045882;0
175043;2010;5;0.0;207.95;1;0.1848374729079988;0
175502;2010;5;0.0;264.33;1;0.1871429998322366;0
175970;2010;5;0.0;157.2;1;0.17681964716537352;0
177065;2010;5;0.0;517.2;1;0.1339814466507918;0
177356;2010;5;0.0;120.35;1;0.16101875314819186;0
218731;2010;5;0.0;333.97;1;0.18346106758871294;0
264732;2010;5;0.0;146.95;1;0.17120638641571306;0
296900;2010;5;0.0;1985.56;-1;-0.044214239069801486;1
296979;2010;5;0.0;166.37;1;0.17897472932946085;0
296999;2010;5;0.0;338.9;1;0.18273891150765498;0
305879;2010;5;0.0;867.0;1;0.13130256127694973;0
305944;2010;5;0.0;797.52;1;0.13192247009525804;0
312118;2010;5;0.0;274.31;1;0.18117468800940278;0
312125;2010;5;0.0;327.5;1;0.18388968943100376;0
312149;2010;5;0.0;953.25;1;0.09902782273097921;0
320424;2010;5;0.0;233.43;1;0.186293891098878;0
320454;2010;5;0.0;240.19;1;0.18447765028348845;0
331355;2010;5;0.0;1652.13;1;0.0072653221282174;0
331390;2010;5;0.0;158.43;1;0.1762393118543596;0
331429;2010;5;0.0;784.04;1;0.1271855523634492;0
12898;2010;6;0.0;473.59;1;0.14134235278421892;0
20321;2010;6;0.0;110.91;1;0.15720424900860624;0
73309;2010;6;0.0;363.61;1;0.17825942196713712;0
80204;2010;6;0.0;141.74;1;0.16994310803173301;0
127853;2010;6;0.0;794.22;1;0.12930421925644725;0
167321;2010;6;0.0;784.04;1;0.1271855523634492;0
172915;2010;6;0.0;333.33;1;0.1839795556303349;0
173352;2010;6;0.0;332.78;1;0.1839412350492356;0
175041;2010;6;0.0;76.03;1;0.10853547470045882;0
175043;2010;6;0.0;207.95;1;0.1848374729079988;0
175502;2010;6;0.0;264.33;1;0.1871429998322366;0
175970;2010;6;0.0;157.2;1;0.17681964716537352;0
177065;2010;6;0.0;517.2;1;0.1339814466507918;0
177356;2010;6;0.0;120.35;1;0.16101875314819186;0
218731;2010;6;0.0;333.97;1;0.18346106758871294;0
264732;2010;6;0.0;146.95;1;0.17120638641571306;0
296900;2010;6;0.0;1985.56;-1;-0.044214239069801486;1
296979;2010;6;0.0;166.37;1;0.17897472932946085;0
296999;2010;6;0.0;338.9;1;0.18273891150765498;0
305879;2010;6;0.0;867.0;1;0.13130256127694973;0
305944;2010;6;0.0;797.52;1;0.13192247009525804;0
312118;2010;6;0.0;274.31;1;0.18117468800940278;0
312125;2010;6;0.0;327.5;1;0.18388968943100376;0
312149;2010;6;0.0;953.25;1;0.09902782273097921;0
320424;2010;6;0.0;233.43;1;0.186293891098878;0
320454;2010;6;0.0;240.19;1;0.18447765028348845;0
331355;2010;6;0.0;1652.13;1;0.0072653221282174;0
331390;2010;6;0.0;158.43;1;0.1762393118543596;0
331429;2010;6;0.0;784.04;1;0.1271855523634492;0
12898;2010;7;0.0;496.51;1;0.13278414022002744;0
20321;2010;7;0.0;116.28;1;0.15807896468093824;0
73309;2010;7;0.0;381.21;1;0.16894944561096836;0
80204;2010;7;0.0;148.6;1;0.17122801489147577;0
127853;2010;7;0.0;832.66;1;0.13782762663019077;0
167321;2010;7;0.0;821.99;1;0.138749109848245;0
172915;2010;7;0.0;349.46;1;0.1819797545189364;0
173352;2010;7;0.0;348.89;1;0.18184193421268635;0
175041;2010;7;0.0;79.71;1;0.11280913136779092;0
175043;2010;7;0.0;218.01;1;0.18413313415710247;0
175502;2010;7;0.0;277.12;1;0.18124031594812068;0
175970;2010;7;0.0;164.81;1;0.17785586303437534;0
177065;2010;7;0.0;542.23;1;0.13641449080391632;0
177356;2010;7;0.0;126.17;1;0.1634125073342505;0
218731;2010;7;0.0;350.13;1;0.18164722596713362;0
264732;2010;7;0.0;154.06;1;0.17325852610566023;0
296900;2010;7;0.0;2081.66;-1;-0.06128316617738294;1
296979;2010;7;0.0;174.42;1;0.1779416376067373;0
296999;2010;7;0.0;355.3;1;0.1792080188303108;0
305879;2010;7;0.0;908.96;1;0.11208335996178326;0
305944;2010;7;0.0;836.12;1;0.13623000691055615;0
312118;2010;7;0.0;287.59;1;0.18491462472337533;0
312125;2010;7;0.0;343.35;1;0.18181814961343262;0
312149;2010;7;0.0;999.39;1;0.09041668135980141;0
320424;2010;7;0.0;244.73;1;0.18678055418794548;0
320454;2010;7;0.0;251.82;1;0.18940809199798753;0
331355;2010;7;0.0;1732.09;-1;-0.006675782128521268;1
331390;2010;7;0.0;166.1;1;0.1786388712766045;0
331429;2010;7;0.0;821.99;1;0.138749109848245;0
12898;2010;8;0.0;496.51;1;0.13278414022002744;0
20321;2010;8;0.0;116.28;1;0.15807896468093824;0
73309;2010;8;0.0;381.21;1;0.16894944561096836;0
80204;2010;8;0.0;148.6;1;0.17122801489147577;0
127853;2010;8;0.0;832.66;1;0.13782762663019077;0
167321;2010;8;0.0;821.99;1;0.138749109848245;0
172915;2010;8;0.0;349.46;1;0.1819797545189364;0
173352;2010;8;0.0;348.89;1;0.18184193421268635;0
175041;2010;8;0.0;79.71;1;0.11280913136779092;0
175043;2010;8;0.0;218.01;1;0.18413313415710247;0
175502;2010;8;0.0;277.12;1;0.18124031594812068;0
175970;2010;8;0.0;164.81;1;0.17785586303437534;0
177065;2010;8;0.0;542.23;1;0.13641449080391632;0
177356;2010;8;0.0;126.17;1;0.1634125073342505;0
218731;2010;8;0.0;350.13;1;0.18164722596713362;0
264732;2010;8;0.0;154.06;1;0.17325852610566023;0
296900;2010;8;0.0;2081.66;-1;-0.06128316617738294;1
296979;2010;8;0.0;174.42;1;0.1779416376067373;0
296999;2010;8;0.0;355.3;1;0.1792080188303108;0
305879;2010;8;0.0;908.96;1;0.11208335996178326;0
305944;2010;8;0.0;836.12;1;0.13623000691055615;0
312118;2010;8;0.0;287.59;1;0.18491462472337533;0
312125;2010;8;0.0;343.35;1;0.18181814961343262;0
312149;2010;8;0.0;999.39;1;0.09041668135980141;0
320424;2010;8;0.0;244.73;1;0.18678055418794548;0
320454;2010;8;0.0;251.82;1;0.18940809199798753;0
331355;2010;8;0.0;1732.09;-1;-0.006675782128521268;1
331390;2010;8;0.0;166.1;1;0.1786388712766045;0
331429;2010;8;0.0;821.99;1;0.138749109848245;0
12898;2010;9;0.0;496.51;1;0.13278414022002744;0
20321;2010;9;0.0;116.28;1;0.15807896468093824;0
73309;2010;9;0.0;381.21;1;0.16894944561096836;0
80204;2010;9;0.0;148.6;1;0.17122801489147577;0
127853;2010;9;0.0;832.66;1;0.13782762663019077;0
167321;2010;9;0.0;821.99;1;0.138749109848245;0
172915;2010;9;0.0;349.46;1;0.1819797545189364;0
173352;2010;9;0.0;348.89;1;0.18184193421268635;0
175041;2010;9;0.0;79.71;1;0.11280913136779092;0
175043;2010;9;0.0;218.01;1;0.18413313415710247;0
175502;2010;9;0.0;277.12;1;0.18124031594812068;0
175970;2010;9;0.0;164.81;1;0.17785586303437534;0
177065;2010;9;0.0;542.23;1;0.13641449080391632;0
177356;2010;9;0.0;126.17;1;0.1634125073342505;0
218731;2010;9;0.0;350.13;1;0.18164722596713362;0
264732;2010;9;0.0;154.06;1;0.17325852610566023;0
296900;2010;9;0.0;2081.66;-1;-0.06128316617738294;1
296979;2010;9;0.0;174.42;1;0.1779416376067373;0
296999;2010;9;0.0;355.3;1;0.1792080188303108;0
305879;2010;9;0.0;908.96;1;0.11208335996178326;0
305944;2010;9;0.0;836.12;1;0.13623000691055615;0
312118;2010;9;0.0;287.59;1;0.18491462472337533;0
312125;2010;9;0.0;343.35;1;0.18181814961343262;0
312149;2010;9;0.0;999.39;1;0.09041668135980141;0
320424;2010;9;0.0;244.73;1;0.18678055418794548;0
320454;2010;9;0.0;251.82;1;0.18940809199798753;0
331355;2010;9;0.0;1732.09;-1;-0.006675782128521268;1
331390;2010;9;0.0;166.1;1;0.1786388712766045;0
331429;2010;9;0.0;821.99;1;0.138749109848245;0
20321;2010;10;0.0;116.28;1;0.15807896468093824;0
73309;2010;10;0.0;381.21;1;0.16894944561096836;0
80204;2010;10;0.0;148.6;1;0.17122801489147577;0
127853;2010;10;0.0;832.66;1;0.13782762663019077;0
167321;2010;10;0.0;821.99;1;0.138749109848245;0
172915;2010;10;0.0;349.46;1;0.1819797545189364;0
173352;2010;10;0.0;348.89;1;0.18184193421268635;0
175041;2010;10;0.0;79.71;1;0.11280913136779092;0
175043;2010;10;0.0;218.01;1;0.18413313415710247;0
175502;2010;10;0.0;277.12;1;0.18124031594812068;0
175970;2010;10;0.0;164.81;1;0.17785586303437534;0
177065;2010;10;0.0;542.23;1;0.13641449080391632;0
177356;2010;10;0.0;126.17;1;0.1634125073342505;0
218731;2010;10;0.0;350.13;1;0.18164722596713362;0
264732;2010;10;0.0;154.06;1;0.17325852610566023;0
296900;2010;10;0.0;2081.66;-1;-0.06128316617738294;1
296979;2010;10;0.0;174.42;1;0.1779416376067373;0
296999;2010;10;0.0;355.3;1;0.1792080188303108;0
305879;2010;10;0.0;867.0;1;0.13130256127694973;0
305944;2010;10;0.0;836.12;1;0.13623000691055615;0
312118;2010;10;0.0;287.59;1;0.18491462472337533;0
312125;2010;10;0.0;343.35;1;0.18181814961343262;0
312149;2010;10;0.0;999.39;1;0.09041668135980141;0
320424;2010;10;0.0;244.73;1;0.18678055418794548;0
320454;2010;10;0.0;251.82;1;0.18940809199798753;0
331355;2010;10;0.0;1732.09;-1;-0.006675782128521268;1
331390;2010;10;0.0;166.1;1;0.1786388712766045;0
331429;2010;10;0.0;821.99;1;0.138749109848245;0
20321;2010;11;0.0;116.28;1;0.15807896468093824;0
73309;2010;11;0.0;381.21;1;0.16894944561096836;0
127853;2010;11;0.0;832.66;1;0.13782762663019077;0
167321;2010;11;0.0;821.99;1;0.138749109848245;0
172915;2010;11;0.0;349.46;1;0.1819797545189364;0
173352;2010;11;0.0;348.89;1;0.18184193421268635;0
175041;2010;11;0.0;79.71;1;0.11280913136779092;0
175043;2010;11;0.0;218.01;1;0.18413313415710247;0
175502;2010;11;0.0;277.12;1;0.18124031594812068;0
175970;2010;11;0.0;164.81;1;0.17785586303437534;0
177065;2010;11;0.0;542.23;1;0.13641449080391632;0
177356;2010;11;0.0;126.17;1;0.1634125073342505;0
218731;2010;11;0.0;350.13;1;0.18164722596713362;0
264732;2010;11;0.0;154.06;1;0.17325852610566023;0
296900;2010;11;0.0;2081.66;-1;-0.06128316617738294;1
296979;2010;11;0.0;174.42;1;0.1779416376067373;0
296999;2010;11;0.0;355.3;1;0.1792080188303108;0
305879;2010;11;0.0;867.0;1;0.13130256127694973;0
305944;2010;11;0.0;836.12;1;0.13623000691055615;0
312118;2010;11;0.0;287.59;1;0.18491462472337533;0
312125;2010;11;0.0;343.35;1;0.18181814961343262;0
312149;2010;11;0.0;999.39;1;0.09041668135980141;0
320424;2010;11;0.0;244.73;1;0.18678055418794548;0
320454;2010;11;0.0;251.82;1;0.18940809199798753;0
331355;2010;11;0.0;1732.09;-1;-0.006675782128521268;1
331390;2010;11;0.0;166.1;1;0.1786388712766045;0
331429;2010;11;0.0;821.99;1;0.138749109848245;0
20321;2010;12;0.0;116.28;1;0.15807896468093824;0
73309;2010;12;0.0;381.21;1;0.16894944561096836;0
127853;2010;12;0.0;832.66;1;0.13782762663019077;0
167321;2010;12;0.0;821.99;1;0.138749109848245;0
172915;2010;12;0.0;349.46;1;0.1819797545189364;0
173352;2010;12;0.0;348.89;1;0.18184193421268635;0
175041;2010;12;0.0;79.71;1;0.11280913136779092;0
175043;2010;12;0.0;218.01;1;0.18413313415710247;0
175502;2010;12;0.0;277.12;1;0.18124031594812068;0
175970;2010;12;0.0;164.81;1;0.17785586303437534;0
177065;2010;12;0.0;542.23;1;0.13641449080391632;0
177356;2010;12;0.0;126.17;1;0.1634125073342505;0
218731;2010;12;0.0;350.13;1;0.18164722596713362;0
264732;2010;12;0.0;154.06;1;0.17325852610566023;0
296900;2010;12;0.0;2081.66;-1;-0.06128316617738294;1
296979;2010;12;0.0;174.42;1;0.1779416376067373;0
296999;2010;12;0.0;355.3;1;0.1792080188303108;0
305879;2010;12;0.0;867.0;1;0.13130256127694973;0
305944;2010;12;0.0;836.12;1;0.13623000691055615;0
312118;2010;12;0.0;287.59;1;0.18491462472337533;0
312125;2010;12;0.0;343.35;1;0.18181814961343262;0
312149;2010;12;0.0;999.39;1;0.09041668135980141;0
320424;2010;12;0.0;244.73;1;0.18678055418794548;0
320454;2010;12;0.0;251.82;1;0.18940809199798753;0
331355;2010;12;0.0;1732.09;-1;-0.006675782128521268;1
331390;2010;12;0.0;166.1;1;0.1786388712766045;0
331429;2010;12;0.0;821.99;1;0.138749109848245;0
20321;2011;1;0.0;122.09;1;0.18183366388862487;0
73309;2011;1;0.0;400.27;1;0.20505502776365486;0
127853;2011;1;0.0;874.29;1;0.1589010661683215;0
167321;2011;1;0.0;863.09;1;0.15511721614749752;0
172915;2011;1;0.0;366.93;1;0.21105120762174723;0
173352;2011;1;0.0;366.33;1;0.21087012515370485;0
175041;2011;1;0.0;83.7;1;0.14393938671784312;0
175043;2011;1;0.0;228.91;1;0.2124821773150546;0
175502;2011;1;0.0;290.98;1;0.22013368261740557;0
175970;2011;1;0.0;173.05;1;0.20028441617072124;0
177065;2011;1;0.0;569.34;1;0.1666936850191823;0
177356;2011;1;0.0;132.48;1;0.18762861681634696;0
218731;2011;1;0.0;367.64;1;0.21134265237796707;0
264732;2011;1;0.0;161.76;1;0.19734298607587825;0
296900;2011;1;0.0;2185.74;-1;-0.004448437175858966;1
296979;2011;1;0.0;183.14;1;0.20428893136193255;0
296999;2011;1;0.0;373.07;1;0.21059517957235036;0
305879;2011;1;0.0;910.35;1;0.16113972675524196;0
305944;2011;1;0.0;877.93;1;0.159217442854386;0
312118;2011;1;0.0;301.97;1;0.21691914614082208;0
312125;2011;1;0.0;360.52;1;0.21092289394691055;0
312149;2011;1;0.0;1049.36;1;0.13680445655473134;0
320424;2011;1;0.0;256.97;1;0.21828273588668323;0
320454;2011;1;0.0;264.41;1;0.21936381114545817;0
331355;2011;1;0.0;1818.69;1;0.04465584532566447;0
331390;2011;1;0.0;174.41;1;0.20055139904527053;0
331429;2011;1;0.0;863.09;1;0.15511721614749752;0
20321;2011;2;0.0;122.09;1;0.18183366388862487;0
73309;2011;2;0.0;400.27;1;0.20505502776365486;0
167321;2011;2;0.0;863.09;1;0.15511721614749752;0
172915;2011;2;0.0;366.93;1;0.21105120762174723;0
173352;2011;2;0.0;366.33;1;0.21087012515370485;0
175041;2011;2;0.0;83.7;1;0.14393938671784312;0
175043;2011;2;0.0;228.91;1;0.2124821773150546;0
175502;2011;2;0.0;290.98;1;0.22013368261740557;0
175970;2011;2;0.0;173.05;1;0.20028441617072124;0
177065;2011;2;0.0;569.34;1;0.1666936850191823;0
177356;2011;2;0.0;132.48;1;0.18762861681634696;0
218731;2011;2;0.0;367.64;1;0.21134265237796707;0
264732;2011;2;0.0;161.76;1;0.19734298607587825;0
296900;2011;2;0.0;2185.74;-1;-0.004448437175858966;1
296979;2011;2;0.0;183.14;1;0.20428893136193255;0
296999;2011;2;0.0;373.07;1;0.21059517957235036;0
305879;2011;2;16.15;926.5;1;0.11609722650295284;0
305944;2011;2;0.0;877.93;1;0.159217442854386;0
312118;2011;2;0.0;301.97;1;0.21691914614082208;0
312125;2011;2;0.0;360.52;1;0.21092289394691055;0
312149;2011;2;0.0;1049.36;1;0.13680445655473134;0
320424;2011;2;0.0;256.97;1;0.21828273588668323;0
320454;2011;2;0.0;264.41;1;0.21936381114545817;0
331355;2011;2;0.0;1818.69;1;0.04465584532566447;0
331390;2011;2;0.0;174.41;1;0.20055139904527053;0
331429;2011;2;0.0;863.09;1;0.15511721614749752;0
20321;2011;3;0.0;122.09;1;0.18183366388862487;0
73309;2011;3;0.0;400.27;1;0.20505502776365486;0
154417;2011;3;874.26;874.26;-1;-0.20744737438942762;1
167321;2011;3;0.0;863.09;1;0.15511721614749752;0
172915;2011;3;0.0;366.93;1;0.21105120762174723;0
173352;2011;3;0.0;366.33;1;0.21087012515370485;0
175041;2011;3;0.0;83.7;1;0.14393938671784312;0
175043;2011;3;0.0;228.91;1;0.2124821773150546;0
175502;2011;3;0.0;290.98;1;0.22013368261740557;0
175970;2011;3;0.0;173.05;1;0.20028441617072124;0
177065;2011;3;0.0;569.34;1;0.1666936850191823;0
177356;2011;3;0.0;132.48;1;0.18762861681634696;0
218731;2011;3;0.0;367.64;1;0.21134265237796707;0
264732;2011;3;0.0;161.76;1;0.19734298607587825;0
296900;2011;3;0.0;2185.74;-1;-0.004448437175858966;1
296979;2011;3;0.0;183.14;1;0.20428893136193255;0
296999;2011;3;0.0;373.07;1;0.21059517957235036;0
305879;2011;3;0.0;926.5;1;0.16099688548691798;0
305944;2011;3;0.0;877.93;1;0.159217442854386;0
312118;2011;3;0.0;301.97;1;0.21691914614082208;0
312125;2011;3;0.0;360.52;1;0.21092289394691055;0
312149;2011;3;0.0;1049.36;1;0.13680445655473134;0
320424;2011;3;0.0;256.97;1;0.21828273588668323;0
320454;2011;3;0.0;264.41;1;0.21936381114545817;0
331355;2011;3;0.0;1818.69;1;0.04465584532566447;0
331390;2011;3;0.0;174.41;1;0.20055139904527053;0
331429;2011;3;0.0;863.09;1;0.15511721614749752;0
20321;2011;4;0.0;122.09;1;0.18183366388862487;0
73309;2011;4;0.0;400.27;1;0.20505502776365486;0
154417;2011;4;0.0;874.26;1;0.1589010661683215;0
167321;2011;4;0.0;863.09;1;0.15511721614749752;0
172915;2011;4;0.0;366.93;1;0.21105120762174723;0
173352;2011;4;0.0;366.33;1;0.21087012515370485;0
175041;2011;4;0.0;83.7;1;0.14393938671784312;0
175043;2011;4;0.0;228.91;1;0.2124821773150546;0
175502;2011;4;0.0;290.98;1;0.22013368261740557;0
175970;2011;4;0.0;173.05;1;0.20028441617072124;0
177065;2011;4;0.0;569.34;1;0.1666936850191823;0
177356;2011;4;0.0;132.48;1;0.18762861681634696;0
218731;2011;4;0.0;367.64;1;0.21134265237796707;0
264732;2011;4;0.0;161.76;1;0.19734298607587825;0
296900;2011;4;0.0;2185.74;-1;-0.004448437175858966;1
296979;2011;4;0.0;183.14;1;0.20428893136193255;0
296999;2011;4;0.0;373.07;1;0.21059517957235036;0
305879;2011;4;0.0;926.5;1;0.16099688548691798;0
305944;2011;4;0.0;877.93;1;0.159217442854386;0
312118;2011;4;0.0;301.97;1;0.21691914614082208;0
312125;2011;4;0.0;360.52;1;0.21092289394691055;0
