isn_vinculo;num_ano;num_mes;15;39;97;188;207;1367;1369;IF_label;IF_score;anomalo
320541;2008;1;445.71;0.0;0.0;160.46;1604.57;0.0;0.0;1;0.11216516675488575;0
305943;2008;2;390.27;1040.44;0.0;0.0;1404.98;0.0;0.0;1;0.10162521131118785;0
320541;2008;2;445.71;0.0;0.0;160.46;1604.57;0.0;0.0;1;0.11216516675488575;0
305943;2008;3;390.27;1040.44;0.0;0.0;1404.98;0.0;0.0;1;0.10162521131118785;0
320541;2008;3;445.71;0.0;0.0;160.46;1604.57;0.0;0.0;1;0.11216516675488575;0
305943;2008;4;390.27;1040.44;0.0;0.0;1404.98;0.0;0.0;1;0.10162521131118785;0
320541;2008;4;445.71;0.0;0.0;160.46;1604.57;0.0;0.0;1;0.11216516675488575;0
305943;2008;5;390.27;1040.44;0.0;0.0;1404.98;0.0;0.0;1;0.10162521131118785;0
320541;2008;5;445.71;0.0;0.0;160.46;1604.57;0.0;0.0;1;0.11216516675488575;0
305943;2008;6;390.27;1040.44;0.0;0.0;1404.98;0.0;0.0;1;0.10162521131118785;0
320541;2008;6;445.71;0.0;0.0;160.46;1604.57;0.0;0.0;1;0.11216516675488575;0
305943;2008;7;414.2;1104.22;0.0;0.0;1491.1;0.0;0.0;1;0.09419644290827528;0
320541;2008;7;473.04;0.0;0.0;170.29;1702.93;0.0;0.0;1;0.07649927630620584;0
305943;2008;8;414.2;1104.22;0.0;0.0;1491.1;0.0;0.0;1;0.09419644290827528;0
320541;2008;8;473.04;0.0;0.0;170.29;1702.93;0.0;0.0;1;0.07649927630620584;0
305943;2008;9;414.2;1104.22;0.0;0.0;1491.1;0.0;0.0;1;0.09419644290827528;0
320541;2008;9;473.04;0.0;0.0;170.29;1702.93;0.0;0.0;1;0.07649927630620584;0
305943;2008;10;414.2;1104.22;0.0;0.0;1491.1;0.0;0.0;1;0.09419644290827528;0
320541;2008;10;473.04;0.0;0.0;170.29;1702.93;0.0;0.0;1;0.07649927630620584;0
305943;2008;11;414.2;1104.22;0.0;0.0;1491.1;0.0;0.0;1;0.09419644290827528;0
320541;2008;11;473.04;0.0;0.0;170.29;1702.93;0.0;0.0;1;0.07649927630620584;0
305943;2008;12;414.2;1104.22;0.0;0.0;1491.1;0.0;0.0;1;0.09419644290827528;0
320541;2008;12;473.04;0.0;0.0;170.29;1702.93;0.0;0.0;1;0.07649927630620584;0
305943;2009;1;414.2;1104.22;0.0;0.0;1491.1;0.0;0.0;1;0.10656096720699698;0
320541;2009;1;473.04;0.0;0.0;170.29;1702.93;0.0;0.0;1;0.11618158294575137;0
305943;2009;2;414.2;1104.22;0.0;0.0;1491.1;0.0;0.0;1;0.10656096720699698;0
320541;2009;2;473.04;0.0;0.0;170.29;1702.93;0.0;0.0;1;0.11618158294575137;0
305943;2009;3;414.2;1104.22;0.0;0.0;1491.1;0.0;0.0;1;0.10656096720699698;0
320541;2009;3;473.04;0.0;0.0;170.29;1702.93;0.0;0.0;1;0.11618158294575137;0
305943;2009;4;414.2;1104.22;0.0;0.0;1491.1;0.0;0.0;1;0.10656096720699698;0
320541;2009;4;473.04;0.0;0.0;170.29;1702.93;0.0;0.0;1;0.11618158294575137;0
305943;2009;5;414.2;1104.22;0.0;0.0;1491.1;0.0;0.0;1;0.10656096720699698;0
320541;2009;5;473.04;0.0;0.0;170.29;1702.93;0.0;0.0;1;0.11618158294575137;0
305943;2009;6;414.2;1104.22;0.0;0.0;1491.1;0.0;0.0;1;0.10656096720699698;0
320541;2009;6;473.04;0.0;0.0;170.29;1702.93;0.0;0.0;1;0.11618158294575137;0
305943;2009;7;439.05;1170.47;0.0;0.0;1580.57;0.0;0.0;1;0.09967052159370537;0
320541;2009;7;501.42;0.0;0.0;180.51;1805.1;0.0;0.0;1;0.0818088722071682;0
305943;2009;8;439.05;1170.47;0.0;0.0;1580.57;0.0;0.0;1;0.09967052159370537;0
320541;2009;8;501.42;0.0;0.0;180.51;1805.1;0.0;0.0;1;0.0818088722071682;0
305943;2009;9;439.05;1170.47;0.0;0.0;1580.57;0.0;0.0;1;0.09967052159370537;0
320541;2009;9;501.42;0.0;0.0;180.51;1805.1;0.0;0.0;1;0.0818088722071682;0
305943;2009;10;439.05;1170.47;0.0;0.0;1580.57;0.0;0.0;1;0.09967052159370537;0
320541;2009;10;501.42;0.0;0.0;180.51;1805.1;0.0;0.0;1;0.0818088722071682;0
305943;2009;11;439.05;1170.47;0.0;0.0;1580.57;0.0;0.0;1;0.09967052159370537;0
320541;2009;11;501.42;0.0;0.0;180.51;1805.1;0.0;0.0;1;0.0818088722071682;0
305943;2009;12;439.05;1170.47;0.0;0.0;1580.57;0.0;0.0;1;0.09967052159370537;0
320541;2009;12;501.42;0.0;0.0;180.51;1805.1;0.0;0.0;1;0.0818088722071682;0
305943;2010;1;439.05;1170.47;0.0;0.0;1580.57;0.0;0.0;1;0.1139476544696007;0
320541;2010;1;501.42;0.0;0.0;180.51;1805.1;0.0;0.0;1;0.1163849880817916;0
305943;2010;2;439.05;1170.47;0.0;0.0;1580.57;0.0;0.0;1;0.1139476544696007;0
320541;2010;2;501.42;0.0;0.0;180.51;1805.1;0.0;0.0;1;0.1163849880817916;0
305943;2010;3;439.05;1170.47;0.0;0.0;1580.57;0.0;0.0;1;0.1139476544696007;0
320541;2010;3;501.42;0.0;0.0;180.51;1805.1;0.0;0.0;1;0.1163849880817916;0
305943;2010;4;439.05;1170.47;0.0;0.0;1580.57;0.0;0.0;1;0.1139476544696007;0
320541;2010;4;501.42;0.0;0.0;180.51;1805.1;0.0;0.0;1;0.1163849880817916;0
305943;2010;5;439.05;1170.47;0.0;0.0;1580.57;0.0;0.0;1;0.1139476544696007;0
320541;2010;5;501.42;0.0;0.0;180.51;1805.1;0.0;0.0;1;0.1163849880817916;0
305943;2010;6;439.05;1170.47;0.0;0.0;1580.57;0.0;0.0;1;0.1139476544696007;0
320541;2010;6;501.42;0.0;0.0;180.51;1805.1;0.0;0.0;1;0.1163849880817916;0
305943;2010;7;460.3;1227.12;0.0;0.0;1657.07;0.0;0.0;1;0.10217286818633925;0
320541;2010;7;525.69;0.0;0.0;189.25;1892.47;0.0;0.0;1;0.08068722762407643;0
305943;2010;8;460.3;1227.12;0.0;0.0;1657.07;0.0;0.0;1;0.10217286818633925;0
320541;2010;8;525.69;0.0;0.0;189.25;1892.47;0.0;0.0;1;0.08068722762407643;0
305943;2010;9;460.3;1227.12;0.0;0.0;1657.07;0.0;0.0;1;0.10217286818633925;0
320541;2010;9;525.69;0.0;0.0;189.25;1892.47;0.0;0.0;1;0.08068722762407643;0
305943;2010;10;460.3;1227.12;0.0;0.0;1657.07;0.0;0.0;1;0.10217286818633925;0
320541;2010;10;525.69;0.0;0.0;189.25;1892.47;0.0;0.0;1;0.08068722762407643;0
305943;2010;11;460.3;1227.12;0.0;0.0;1657.07;0.0;0.0;1;0.10217286818633925;0
320541;2010;11;525.69;0.0;0.0;189.25;1892.47;0.0;0.0;1;0.08068722762407643;0
305943;2010;12;460.3;1227.12;0.0;0.0;1657.07;0.0;0.0;1;0.10217286818633925;0
320541;2010;12;525.69;0.0;0.0;189.25;1892.47;0.0;0.0;1;0.08068722762407643;0
305943;2011;1;483.31;1288.48;0.0;0.0;1739.92;0.0;0.0;1;0.125878364564121;0
320541;2011;1;551.97;0.0;0.0;198.71;1987.09;0.0;0.0;1;0.06280344450179276;0
305943;2011;2;483.31;1288.48;0.0;0.0;1739.92;0.0;0.0;1;0.125878364564121;0
320541;2011;2;551.97;0.0;0.0;198.71;1987.09;0.0;0.0;1;0.06280344450179276;0
305943;2011;3;483.31;1288.48;0.0;0.0;1739.92;0.0;0.0;1;0.125878364564121;0
320541;2011;3;551.97;0.0;0.0;198.71;1987.09;0.0;0.0;1;0.06280344450179276;0
305943;2011;4;483.31;1288.48;12.63;0.0;1739.92;0.0;0.0;-1;-0.12392619082516831;1
320541;2011;4;551.97;0.0;0.0;198.71;1987.09;0.0;0.0;1;0.06280344450179276;0
305943;2011;5;483.31;1288.48;0.0;0.0;1739.92;0.0;0.0;1;0.125878364564121;0
320541;2011;5;551.97;0.0;0.0;198.71;1987.09;0.0;0.0;1;0.06280344450179276;0
305943;2011;6;483.31;1288.48;0.0;0.0;1739.92;0.0;0.0;1;0.125878364564121;0
320541;2011;6;551.97;0.0;0.0;198.71;1987.09;0.0;0.0;1;0.06280344450179276;0
305943;2011;7;483.31;1288.48;0.0;0.0;1739.92;0.0;0.0;1;0.125878364564121;0
320541;2011;7;551.97;0.0;0.0;198.71;1987.09;0.0;0.0;1;0.06280344450179276;0
305943;2011;8;483.31;1288.48;0.0;0.0;1739.92;0.0;0.0;1;0.125878364564121;0
320541;2011;8;551.97;0.0;0.0;198.71;1987.09;0.0;0.0;1;0.06280344450179276;0
305943;2011;9;483.31;1288.48;0.0;0.0;1739.92;0.0;0.0;1;0.125878364564121;0
320541;2011;9;551.97;0.0;0.0;198.71;1987.09;0.0;0.0;1;0.06280344450179276;0
305943;2011;10;483.31;1288.48;0.0;0.0;1739.92;0.0;0.0;1;0.125878364564121;0
320541;2011;10;551.97;0.0;0.0;198.71;1987.09;0.0;0.0;1;0.06280344450179276;0
305943;2011;11;483.31;1288.48;0.0;0.0;1739.92;0.0;0.0;1;0.125878364564121;0
320541;2011;11;551.97;0.0;0.0;198.71;1987.09;0.0;0.0;1;0.06280344450179276;0
305943;2011;12;483.31;1288.48;0.0;0.0;1739.92;0.0;0.0;1;0.125878364564121;0
320541;2011;12;551.97;0.0;0.0;198.71;1987.09;0.0;0.0;1;0.06280344450179276;0
305943;2012;1;517.14;1378.67;0.0;0.0;1861.71;0.0;0.0;1;0.1895254439495947;0
320541;2012;1;590.61;0.0;0.0;212.62;2126.19;0.0;0.0;1;0.17153786247611602;0
305943;2012;2;517.14;1378.67;0.0;0.0;1861.71;0.0;0.0;1;0.1895254439495947;0
320541;2012;2;590.61;0.0;0.0;212.62;2126.19;0.0;0.0;1;0.17153786247611602;0
305943;2012;3;517.14;1378.67;0.0;0.0;1861.71;0.0;0.0;1;0.1895254439495947;0
320541;2012;3;590.61;0.0;0.0;212.62;2126.19;0.0;0.0;1;0.17153786247611602;0
305943;2012;4;517.14;1378.67;0.0;0.0;1861.71;0.0;0.0;1;0.1895254439495947;0
320541;2012;4;590.61;0.0;0.0;212.62;2126.19;0.0;0.0;1;0.17153786247611602;0
305943;2012;5;517.14;1378.67;0.0;0.0;1861.71;0.0;0.0;1;0.1895254439495947;0
320541;2012;5;590.61;0.0;0.0;212.62;2126.19;0.0;0.0;1;0.17153786247611602;0
305943;2012;6;517.14;1378.67;0.0;0.0;1861.71;0.0;0.0;1;0.1895254439495947;0
320541;2012;6;590.61;0.0;0.0;212.62;2126.19;0.0;0.0;1;0.17153786247611602;0
305943;2012;7;517.14;1378.67;0.0;0.0;1861.71;0.0;0.0;1;0.1895254439495947;0
320541;2012;7;590.61;0.0;0.0;212.62;2126.19;0.0;0.0;1;0.17153786247611602;0
305943;2012;8;517.14;1378.67;0.0;0.0;1861.71;0.0;0.0;1;0.1895254439495947;0
320541;2012;8;590.61;0.0;0.0;212.62;2126.19;0.0;0.0;1;0.17153786247611602;0
305943;2012;9;517.14;1378.67;0.0;0.0;1861.71;0.0;0.0;1;0.1895254439495947;0
320541;2012;9;590.61;0.0;0.0;212.62;2126.19;0.0;0.0;1;0.17153786247611602;0
305943;2012;10;517.14;1378.67;0.0;0.0;1861.71;0.0;0.0;1;0.1895254439495947;0
320541;2012;10;590.61;0.0;0.0;212.62;2126.19;0.0;0.0;1;0.17153786247611602;0
305943;2012;11;517.14;1378.67;0.0;0.0;1861.71;0.0;0.0;1;0.1895254439495947;0
320541;2012;11;590.61;0.0;0.0;212.62;2126.19;0.0;0.0;1;0.17153786247611602;0
305943;2012;12;517.14;1378.67;0.0;0.0;1861.71;0.0;0.0;1;0.1895254439495947;0
320541;2012;12;590.61;0.0;0.0;212.62;2126.19;0.0;0.0;1;0.17153786247611602;0
305943;2013;1;546.0;1455.6;0.0;0.0;1965.61;0.0;0.0;1;0.1895254439495947;0
320541;2013;1;623.56;0.0;0.0;224.48;2244.83;0.0;0.0;1;0.17153786247611602;0
305943;2013;2;546.0;1455.6;0.0;0.0;1965.61;0.0;0.0;1;0.1895254439495947;0
320541;2013;2;623.56;0.0;0.0;224.48;2244.83;0.0;0.0;1;0.17153786247611602;0
305943;2013;3;546.0;1455.6;0.0;0.0;1965.61;0.0;0.0;1;0.1895254439495947;0
320541;2013;3;623.56;0.0;0.0;224.48;2244.83;0.0;0.0;1;0.17153786247611602;0
305943;2013;4;546.0;1455.6;0.0;0.0;1965.61;0.0;0.0;1;0.1895254439495947;0
320541;2013;4;623.56;0.0;0.0;224.48;2244.83;0.0;0.0;1;0.17153786247611602;0
305943;2013;5;546.0;1455.6;0.0;0.0;1965.61;0.0;0.0;1;0.1895254439495947;0
320541;2013;5;623.56;0.0;0.0;224.48;2244.83;0.0;0.0;1;0.17153786247611602;0
305943;2013;6;546.0;1455.6;0.0;0.0;1965.61;0.0;0.0;1;0.1895254439495947;0
320541;2013;6;623.56;0.0;0.0;224.48;2244.83;0.0;0.0;1;0.17153786247611602;0
305943;2013;7;546.0;1455.6;0.0;0.0;1965.61;0.0;0.0;1;0.1895254439495947;0
320541;2013;7;623.56;0.0;0.0;224.48;2244.83;0.0;0.0;1;0.17153786247611602;0
305943;2013;8;546.0;1455.6;0.0;0.0;1965.61;0.0;0.0;1;0.1895254439495947;0
320541;2013;8;623.56;0.0;0.0;224.48;2244.83;0.0;0.0;1;0.17153786247611602;0
305943;2013;9;546.0;1455.6;0.0;0.0;1965.61;0.0;0.0;1;0.1895254439495947;0
320541;2013;9;623.56;0.0;0.0;224.48;2244.83;0.0;0.0;1;0.17153786247611602;0
305943;2013;10;546.0;1455.6;0.0;0.0;1965.61;0.0;0.0;1;0.1895254439495947;0
320541;2013;10;623.56;0.0;0.0;224.48;2244.83;0.0;0.0;1;0.17153786247611602;0
305943;2013;11;546.0;1455.6;0.0;0.0;1965.61;0.0;0.0;1;0.1895254439495947;0
320541;2013;11;623.56;0.0;0.0;224.48;2244.83;0.0;0.0;1;0.17153786247611602;0
305943;2013;12;546.0;1455.6;0.0;0.0;1965.61;0.0;0.0;1;0.1895254439495947;0
320541;2013;12;623.56;0.0;0.0;224.48;2244.83;0.0;0.0;1;0.17153786247611602;0
305943;2014;1;577.12;1538.57;0.0;0.0;2077.64;0.0;0.0;1;0.13401730359009056;0
320541;2014;1;659.11;0.0;0.0;237.28;2372.78;0.0;0.0;1;0.11385935308939937;0
305943;2014;2;577.12;1538.57;0.0;0.0;2077.64;0.0;0.0;1;0.13401730359009056;0
320541;2014;2;659.11;0.0;0.0;237.28;2372.78;0.0;0.0;1;0.11385935308939937;0
305943;2014;3;577.12;1538.57;0.0;0.0;2077.64;0.0;0.0;1;0.13401730359009056;0
320541;2014;3;659.11;0.0;0.0;237.28;2372.78;0.0;0.0;1;0.11385935308939937;0
305943;2014;4;577.12;1538.57;0.0;0.0;2077.64;0.0;0.0;1;0.13401730359009056;0
320541;2014;4;659.11;0.0;0.0;237.28;2372.78;0.0;0.0;1;0.11385935308939937;0
305943;2014;5;577.12;1538.57;0.0;0.0;2077.64;0.0;0.0;1;0.13401730359009056;0
320541;2014;5;659.11;0.0;0.0;237.28;2372.78;0.0;0.0;1;0.11385935308939937;0
305943;2014;6;577.12;1538.57;0.0;0.0;2077.64;0.0;0.0;1;0.13401730359009056;0
320541;2014;6;659.11;0.0;0.0;237.28;2372.78;0.0;0.0;1;0.11385935308939937;0
305943;2014;7;577.12;1538.57;0.0;0.0;2077.64;0.0;0.0;1;0.13401730359009056;0
320541;2014;7;659.11;0.0;0.0;237.28;2372.78;0.0;0.0;1;0.11385935308939937;0
305943;2014;8;577.12;1538.57;0.0;0.0;2077.64;0.0;0.0;1;0.13401730359009056;0
320541;2014;8;659.11;0.0;0.0;237.28;2372.78;0.0;0.0;1;0.11385935308939937;0
305943;2014;9;577.12;1538.57;0.0;0.0;2077.64;0.0;0.0;1;0.13401730359009056;0
320541;2014;9;659.11;0.0;0.0;237.28;2372.78;0.0;0.0;1;0.11385935308939937;0
305943;2014;10;577.12;1538.57;0.0;0.0;2077.64;0.0;0.0;1;0.13401730359009056;0
320541;2014;10;659.11;0.0;0.0;237.28;2372.78;0.0;0.0;1;0.11385935308939937;0
305943;2014;11;577.12;0.0;0.0;0.0;2077.64;0.0;0.0;-1;-0.009636601957161983;1
320541;2014;11;659.11;0.0;0.0;237.28;2372.78;0.0;0.0;1;0.11385935308939937;0
305943;2014;12;577.12;0.0;0.0;0.0;2077.64;0.0;0.0;-1;-0.009636601957161983;1
320541;2014;12;659.11;0.0;0.0;237.28;2372.78;0.0;0.0;1;0.11385935308939937;0
305943;2015;1;614.35;0.0;0.0;0.0;2211.65;0.0;0.0;-1;-0.1045785575745154;1
320541;2015;1;701.62;0.0;0.0;252.58;2525.82;0.0;0.0;1;0.12292080419270912;0
305943;2015;2;614.35;0.0;0.0;0.0;2211.65;0.0;0.0;-1;-0.1045785575745154;1
320541;2015;2;701.62;0.0;0.0;252.58;2525.82;0.0;0.0;1;0.12292080419270912;0
320541;2015;3;701.62;0.0;0.0;252.58;2525.82;0.0;0.0;1;0.12292080419270912;0
320541;2015;4;701.62;0.0;0.0;252.58;2525.82;0.0;0.0;1;0.12292080419270912;0
320541;2015;5;701.62;0.0;0.0;252.58;2525.82;0.0;0.0;1;0.12292080419270912;0
320541;2015;6;701.62;0.0;0.0;252.58;2525.82;0.0;0.0;1;0.12292080419270912;0
320541;2015;7;701.62;0.0;0.0;252.58;2525.82;0.0;0.0;1;0.12292080419270912;0
320541;2015;8;701.62;0.0;0.0;252.58;2525.82;0.0;0.0;1;0.12292080419270912;0
320541;2015;9;701.62;0.0;0.0;252.58;2525.82;0.0;0.0;1;0.12292080419270912;0
320541;2015;10;701.62;0.0;0.0;252.58;2525.82;0.0;0.0;1;0.12292080419270912;0
320541;2015;11;701.62;0.0;0.0;252.58;2525.82;0.0;0.0;1;0.12292080419270912;0
320541;2015;12;701.62;0.0;0.0;252.58;2525.82;0.0;0.0;1;0.12292080419270912;0
320541;2016;1;701.62;0.0;0.0;252.58;2525.82;0.0;0.0;1;0.11056054415011529;0
320541;2016;2;701.62;0.0;0.0;252.58;2525.82;0.0;0.0;1;0.11056054415011529;0
320541;2016;3;701.62;0.0;0.0;252.58;2525.82;0.0;0.0;1;0.11056054415011529;0
320541;2016;4;701.62;0.0;0.0;252.58;2525.82;0.0;0.0;1;0.11056054415011529;0
320541;2016;5;701.62;0.0;0.0;252.58;2525.82;0.0;0.0;1;0.11056054415011529;0
320541;2016;6;701.62;0.0;0.0;252.58;2525.82;0.0;0.0;1;0.11056054415011529;0
320541;2016;7;701.62;0.0;0.0;252.58;2525.82;0.0;0.0;1;0.11056054415011529;0
320541;2016;8;701.62;0.0;0.0;252.58;2525.82;0.0;0.0;1;0.11056054415011529;0
320541;2016;9;701.62;0.0;0.0;252.58;2525.82;0.0;0.0;1;0.11056054415011529;0
320541;2016;10;701.62;0.0;0.0;252.58;2525.82;0.0;0.0;1;0.11056054415011529;0
320541;2016;11;701.62;0.0;0.0;252.58;2525.82;0.0;0.0;1;0.11056054415011529;0
320541;2016;12;701.62;0.0;0.0;252.58;2525.82;0.0;0.0;1;0.11056054415011529;0
320541;2017;1;701.62;0.0;0.0;252.58;2525.82;0.0;0.0;-1;-0.1301262026000206;1
320541;2017;2;701.62;0.0;0.0;252.58;2525.82;0.0;0.0;-1;-0.1301262026000206;1
320541;2017;3;701.62;0.0;0.0;252.58;2525.82;0.0;0.0;-1;-0.1301262026000206;1
320541;2017;4;715.65;0.0;0.0;257.63;2576.34;139.2;69.6;-1;-0.24594353792608148;1
320541;2017;5;715.65;0.0;0.0;257.63;2576.34;0.0;0.0;1;0.0;0
320541;2017;6;715.65;0.0;0.0;257.63;2576.34;0.0;0.0;1;0.0;0
320541;2017;7;715.65;0.0;0.0;257.63;2576.34;0.0;0.0;1;0.0;0
320541;2017;8;715.65;0.0;0.0;257.63;2576.34;0.0;0.0;1;0.0;0
320541;2017;9;715.65;0.0;0.0;257.63;2576.34;0.0;0.0;1;0.0;0
320541;2017;10;715.65;0.0;0.0;257.63;2576.34;0.0;0.0;1;0.0;0
320541;2017;11;715.65;0.0;0.0;257.63;2576.34;0.0;0.0;1;0.0;0
320541;2017;12;715.65;0.0;0.0;257.63;2576.34;0.0;0.0;1;0.0;0
320541;2018;1;715.65;0.0;0.0;257.63;2576.34;0.0;0.0;-1;-0.08492142374151301;1
320541;2018;2;715.65;0.0;0.0;257.63;2576.34;0.0;0.0;-1;-0.08492142374151301;1
320541;2018;3;737.12;0.0;0.0;265.36;2653.63;0.0;0.0;1;0.11610637599816037;0
320541;2018;4;737.12;0.0;0.0;265.36;2653.63;0.0;0.0;1;0.11610637599816037;0
320541;2018;5;737.12;0.0;0.0;265.36;2653.63;0.0;0.0;1;0.11610637599816037;0
320541;2018;6;737.12;0.0;0.0;265.36;2653.63;0.0;0.0;1;0.11610637599816037;0
320541;2018;7;737.12;0.0;0.0;265.36;2653.63;0.0;0.0;1;0.11610637599816037;0
320541;2018;8;737.12;0.0;0.0;265.36;2653.63;0.0;0.0;1;0.11610637599816037;0
320541;2018;9;737.12;0.0;0.0;265.36;2653.63;0.0;0.0;1;0.11610637599816037;0
320541;2018;10;737.12;0.0;0.0;265.36;2653.63;0.0;0.0;1;0.11610637599816037;0
320541;2018;11;737.12;0.0;0.0;265.36;2653.63;0.0;0.0;1;0.11610637599816037;0
320541;2018;12;737.12;0.0;0.0;265.36;2653.63;0.0;0.0;1;0.11610637599816037;0
320541;2019;1;737.12;0.0;0.0;265.36;2653.63;0.0;0.0;1;0.11056054415011529;0
320541;2019;2;737.12;0.0;0.0;265.36;2653.63;0.0;0.0;1;0.11056054415011529;0
320541;2019;3;737.12;0.0;0.0;265.36;2653.63;0.0;0.0;1;0.11056054415011529;0
320541;2019;4;737.12;0.0;0.0;265.36;2653.63;0.0;0.0;1;0.11056054415011529;0
320541;2019;5;737.12;0.0;0.0;265.36;2653.63;0.0;0.0;1;0.11056054415011529;0
320541;2019;6;737.12;0.0;0.0;265.36;2653.63;0.0;0.0;1;0.11056054415011529;0
320541;2019;7;737.12;0.0;0.0;265.36;2653.63;0.0;0.0;1;0.11056054415011529;0
320541;2019;8;737.12;0.0;0.0;265.36;2653.63;0.0;0.0;1;0.11056054415011529;0
320541;2019;9;737.12;0.0;0.0;265.36;2653.63;0.0;0.0;1;0.11056054415011529;0
320541;2019;10;737.12;0.0;0.0;265.36;2653.63;0.0;0.0;1;0.11056054415011529;0
320541;2019;11;737.12;0.0;0.0;265.36;2653.63;0.0;0.0;1;0.11056054415011529;0
320541;2019;12;737.12;0.0;0.0;265.36;2653.63;0.0;0.0;1;0.11056054415011529;0
320541;2020;1;737.12;0.0;0.0;265.36;2653.63;0.0;0.0;1;0.11056054415011529;0
320541;2020;2;737.12;0.0;0.0;265.36;2653.63;0.0;0.0;1;0.11056054415011529;0
320541;2020;3;737.12;0.0;0.0;265.36;2653.63;0.0;0.0;1;0.11056054415011529;0
320541;2020;4;737.12;0.0;0.0;265.36;2653.63;0.0;0.0;1;0.11056054415011529;0
320541;2020;5;737.12;0.0;0.0;265.36;2653.63;0.0;0.0;1;0.11056054415011529;0
320541;2020;6;737.12;0.0;0.0;265.36;2653.63;0.0;0.0;1;0.11056054415011529;0
320541;2020;7;737.12;0.0;0.0;265.36;2653.63;0.0;0.0;1;0.11056054415011529;0
320541;2020;8;737.12;0.0;0.0;265.36;2653.63;0.0;0.0;1;0.11056054415011529;0
320541;2020;9;737.12;0.0;0.0;265.36;2653.63;0.0;0.0;1;0.11056054415011529;0
320541;2020;10;737.12;0.0;0.0;265.36;2653.63;0.0;0.0;1;0.11056054415011529;0
320541;2020;11;737.12;0.0;0.0;265.36;2653.63;0.0;0.0;1;0.11056054415011529;0
320541;2020;12;737.12;0.0;0.0;265.36;2653.63;0.0;0.0;1;0.11056054415011529;0
320541;2021;1;737.12;0.0;0.0;265.36;2653.63;0.0;0.0;1;0.11056054415011529;0
320541;2021;2;737.12;0.0;0.0;265.36;2653.63;0.0;0.0;1;0.11056054415011529;0
320541;2021;3;737.12;0.0;0.0;265.36;2653.63;0.0;0.0;1;0.11056054415011529;0
320541;2021;4;737.12;0.0;0.0;265.36;2653.63;0.0;0.0;1;0.11056054415011529;0
320541;2021;5;737.12;0.0;0.0;265.36;2653.63;0.0;0.0;1;0.11056054415011529;0
320541;2021;6;737.12;0.0;0.0;265.36;2653.63;0.0;0.0;1;0.11056054415011529;0
320541;2021;7;737.12;0.0;0.0;265.36;2653.63;0.0;0.0;1;0.11056054415011529;0
320541;2021;8;737.12;0.0;0.0;265.36;2653.63;0.0;0.0;1;0.11056054415011529;0
320541;2021;9;737.12;0.0;0.0;265.36;2653.63;0.0;0.0;1;0.11056054415011529;0
320541;2021;10;737.12;0.0;0.0;265.36;2653.63;0.0;0.0;1;0.11056054415011529;0
320541;2021;11;737.12;0.0;0.0;265.36;2653.63;0.0;0.0;1;0.11056054415011529;0
320541;2021;12;737.12;0.0;0.0;265.36;2653.63;0.0;0.0;1;0.11056054415011529;0
320541;2022;1;776.7;0.0;0.0;279.61;2796.13;0.0;0.0;1;0.03295011544839044;0
320541;2022;2;776.7;0.0;0.0;279.61;2796.13;0.0;0.0;1;0.03295011544839044;0
