isn_vinculo;num_ano;num_mes;8;15;54;97;207;324;IF_label;IF_score;anomalo
320529;2013;10;0.0;1017.0;0.0;0.0;3661.2;0.0;1;0.16678096838306972;0
297568;2013;11;4068.0;610.2;0.0;0.0;0.0;0.0;1;0.19430522506965647;0
320529;2013;11;0.0;1017.0;0.0;0.0;3661.2;0.0;1;0.16678096838306972;0
297568;2013;12;4068.0;610.2;0.0;0.0;0.0;0.0;1;0.19430522506965647;0
320529;2013;12;0.0;1017.0;0.0;0.0;3661.2;0.0;1;0.16678096838306972;0
297568;2014;1;4344.0;651.6;1665.2;0.0;0.0;0.0;-1;-0.00795437635174645;1
320529;2014;1;0.0;1086.0;0.0;0.0;3909.6;0.0;1;0.10722607283562352;0
297568;2014;2;4344.0;651.6;0.0;0.0;0.0;0.0;1;0.17167727046384662;0
320529;2014;2;0.0;1086.0;0.0;0.0;3909.6;0.0;1;0.10722607283562352;0
297568;2014;3;4344.0;651.6;0.0;0.0;0.0;0.0;1;0.17167727046384662;0
320529;2014;3;0.0;1086.0;0.0;0.0;3909.6;0.0;1;0.10722607283562352;0
297568;2014;4;4344.0;651.6;0.0;0.0;0.0;0.0;1;0.17167727046384662;0
320529;2014;4;0.0;1086.0;0.0;0.0;3909.6;0.0;1;0.10722607283562352;0
297568;2014;5;4344.0;651.6;0.0;0.0;0.0;0.0;1;0.17167727046384662;0
320529;2014;5;0.0;1086.0;0.0;0.0;3909.6;0.0;1;0.10722607283562352;0
297568;2014;6;4344.0;651.6;0.0;0.0;0.0;0.0;1;0.17167727046384662;0
320529;2014;6;0.0;1086.0;0.0;0.0;3909.6;0.0;1;0.10722607283562352;0
297568;2014;7;4344.0;651.6;0.0;0.0;0.0;0.0;1;0.17167727046384662;0
320529;2014;7;0.0;1086.0;0.0;0.0;3909.6;0.0;1;0.10722607283562352;0
297568;2014;8;4344.0;651.6;0.0;0.0;0.0;0.0;1;0.17167727046384662;0
320529;2014;8;0.0;1086.0;0.0;0.0;3909.6;0.0;1;0.10722607283562352;0
297568;2014;9;4344.0;651.6;0.0;0.0;0.0;0.0;1;0.17167727046384662;0
320529;2014;9;0.0;1086.0;0.0;0.0;3909.6;0.0;1;0.10722607283562352;0
297568;2014;10;4344.0;651.6;0.0;0.0;0.0;0.0;1;0.17167727046384662;0
320529;2014;10;0.0;1086.0;0.0;0.0;3909.6;0.0;1;0.10722607283562352;0
297568;2014;11;4344.0;651.6;0.0;0.0;0.0;0.0;1;0.17167727046384662;0
320529;2014;11;0.0;1086.0;0.0;0.0;3909.6;0.0;1;0.10722607283562352;0
