isn_vinculo;num_ano;num_mes;8;15;54;79;86;199;207;324;IF_label;IF_score;anomalo
297926;2014;3;1651.74;330.35;0.0;0.0;0.0;0.0;0.0;0.0;1;0.22207800183135157;0
297926;2014;4;1651.74;330.35;0.0;0.0;0.0;0.0;0.0;0.0;1;0.22207800183135157;0
297926;2014;5;1651.74;330.35;0.0;0.0;0.0;0.0;0.0;0.0;1;0.22207800183135157;0
297926;2014;6;1651.74;330.35;0.0;0.0;0.0;0.0;0.0;0.0;1;0.22207800183135157;0
297926;2014;7;1651.74;330.35;0.0;0.0;0.0;0.0;0.0;0.0;1;0.22207800183135157;0
297926;2014;8;1651.74;330.35;0.0;0.0;0.0;0.0;0.0;0.0;1;0.22207800183135157;0
297926;2014;9;1651.74;330.35;0.0;0.0;0.0;0.0;0.0;0.0;1;0.22207800183135157;0
297926;2014;10;1651.74;330.35;0.0;0.0;0.0;0.0;0.0;0.0;1;0.22207800183135157;0
297926;2014;11;1651.74;330.35;0.0;0.0;0.0;0.0;0.0;0.0;1;0.22207800183135157;0
297926;2014;12;0.0;330.35;0.0;0.0;0.0;0.0;1651.74;0.0;1;0.1656147142841528;0
297926;2015;1;0.0;351.66;0.0;0.0;0.0;0.0;1758.28;0.0;1;0.24984612303013592;0
297926;2015;2;0.0;351.66;0.0;0.0;0.0;0.0;1758.28;0.0;1;0.24984612303013592;0
297926;2015;3;0.0;351.66;0.0;0.0;0.0;0.0;1758.28;0.0;1;0.24984612303013592;0
297926;2015;4;0.0;351.66;0.0;0.0;0.0;0.0;1758.28;0.0;1;0.24984612303013592;0
297926;2015;5;0.0;351.66;0.0;0.0;0.0;0.0;1758.28;0.0;1;0.24984612303013592;0
