isn_vinculo;num_ano;num_mes;15;39;97;188;207;1367;1369;IF_label;IF_score;OCSVM_label;OCSVM_score;anomalo
320541;2014;7;659.11;0.0;0.0;237.28;2372.78;0.0;0.0;1;0.0904316269923996;1;0.4408153321266699;0
305943;2014;8;577.12;1538.57;0.0;0.0;2077.64;0.0;0.0;1;0.05524075911293291;-1;-0.00010773715462697453;1
320541;2014;8;659.11;0.0;0.0;237.28;2372.78;0.0;0.0;1;0.0904316269923996;1;0.4408153321266699;0
305943;2014;9;577.12;1538.57;0.0;0.0;2077.64;0.0;0.0;1;0.05524075911293291;-1;-0.00010773715462697453;1
320541;2014;9;659.11;0.0;0.0;237.28;2372.78;0.0;0.0;1;0.0904316269923996;1;0.4408153321266699;0
305943;2014;10;577.12;1538.57;0.0;0.0;2077.64;0.0;0.0;1;0.05524075911293291;-1;-0.00010773715462697453;1
320541;2014;10;659.11;0.0;0.0;237.28;2372.78;0.0;0.0;1;0.0904316269923996;1;0.4408153321266699;0
305943;2014;11;577.12;0.0;0.0;0.0;2077.64;0.0;0.0;-1;-0.017836791179233202;1;0.14697273743753492;1
320541;2014;11;659.11;0.0;0.0;237.28;2372.78;0.0;0.0;1;0.0904316269923996;1;0.4408153321266699;0
305943;2014;12;577.12;0.0;0.0;0.0;2077.64;0.0;0.0;-1;-0.017836791179233202;1;0.14697273743753492;1
320541;2014;12;659.11;0.0;0.0;237.28;2372.78;0.0;0.0;1;0.0904316269923996;1;0.4408153321266699;0
305943;2015;1;614.35;0.0;0.0;0.0;2211.65;0.0;0.0;-1;-0.04527393580803729;-1;-0.000179506743307023;2
320541;2015;1;701.62;0.0;0.0;252.58;2525.82;0.0;0.0;1;0.139513545638905;1;0.25216582804312004;0
305943;2015;2;614.35;0.0;0.0;0.0;2211.65;0.0;0.0;-1;-0.04527393580803729;-1;-0.000179506743307023;2
320541;2015;2;701.62;0.0;0.0;252.58;2525.82;0.0;0.0;1;0.139513545638905;1;0.25216582804312004;0
320541;2015;3;701.62;0.0;0.0;252.58;2525.82;0.0;0.0;1;0.139513545638905;1;0.25216582804312004;0
320541;2015;4;701.62;0.0;0.0;252.58;2525.82;0.0;0.0;1;0.139513545638905;1;0.25216582804312004;0
320541;2015;5;701.62;0.0;0.0;252.58;2525.82;0.0;0.0;1;0.139513545638905;1;0.25216582804312004;0
320541;2015;6;701.62;0.0;0.0;252.58;2525.82;0.0;0.0;1;0.139513545638905;1;0.25216582804312004;0
320541;2015;7;701.62;0.0;0.0;252.58;2525.82;0.0;0.0;1;0.139513545638905;1;0.25216582804312004;0
320541;2015;8;701.62;0.0;0.0;252.58;2525.82;0.0;0.0;1;0.139513545638905;1;0.25216582804312004;0
320541;2015;9;701.62;0.0;0.0;252.58;2525.82;0.0;0.0;1;0.139513545638905;1;0.25216582804312004;0
320541;2015;10;701.62;0.0;0.0;252.58;2525.82;0.0;0.0;1;0.139513545638905;1;0.25216582804312004;0
320541;2015;11;701.62;0.0;0.0;252.58;2525.82;0.0;0.0;1;0.139513545638905;1;0.25216582804312004;0
320541;2015;12;701.62;0.0;0.0;252.58;2525.82;0.0;0.0;1;0.139513545638905;1;0.25216582804312004;0
320541;2016;1;701.62;0.0;0.0;252.58;2525.82;0.0;0.0;1;0.139513545638905;1;0.25216582804312004;0
320541;2016;2;701.62;0.0;0.0;252.58;2525.82;0.0;0.0;1;0.139513545638905;1;0.25216582804312004;0
320541;2016;3;701.62;0.0;0.0;252.58;2525.82;0.0;0.0;1;0.139513545638905;1;0.25216582804312004;0
320541;2016;4;701.62;0.0;0.0;252.58;2525.82;0.0;0.0;1;0.139513545638905;1;0.25216582804312004;0
320541;2016;5;701.62;0.0;0.0;252.58;2525.82;0.0;0.0;1;0.139513545638905;1;0.25216582804312004;0
320541;2016;6;701.62;0.0;0.0;252.58;2525.82;0.0;0.0;1;0.139513545638905;1;0.25216582804312004;0
320541;2016;7;701.62;0.0;0.0;252.58;2525.82;0.0;0.0;1;0.139513545638905;1;0.25216582804312004;0
320541;2016;8;701.62;0.0;0.0;252.58;2525.82;0.0;0.0;1;0.139513545638905;1;0.25216582804312004;0
320541;2016;9;701.62;0.0;0.0;252.58;2525.82;0.0;0.0;1;0.139513545638905;1;0.25216582804312004;0
320541;2016;10;701.62;0.0;0.0;252.58;2525.82;0.0;0.0;1;0.139513545638905;1;0.25216582804312004;0
320541;2016;11;701.62;0.0;0.0;252.58;2525.82;0.0;0.0;1;0.139513545638905;1;0.25216582804312004;0
320541;2016;12;701.62;0.0;0.0;252.58;2525.82;0.0;0.0;1;0.139513545638905;1;0.25216582804312004;0
320541;2017;1;701.62;0.0;0.0;252.58;2525.82;0.0;0.0;1;0.139513545638905;1;0.25216582804312004;0
320541;2017;2;701.62;0.0;0.0;252.58;2525.82;0.0;0.0;1;0.139513545638905;1;0.25216582804312004;0
320541;2017;3;701.62;0.0;0.0;252.58;2525.82;0.0;0.0;1;0.139513545638905;1;0.25216582804312004;0
320541;2017;4;715.65;0.0;0.0;257.63;2576.34;139.2;69.6;-1;-0.2537836227491136;-1;-3.051025015752286;2
320541;2017;5;715.65;0.0;0.0;257.63;2576.34;0.0;0.0;1;0.08407203094999693;1;0.16333280974545694;0
320541;2017;6;715.65;0.0;0.0;257.63;2576.34;0.0;0.0;1;0.08407203094999693;1;0.16333280974545694;0
320541;2017;7;715.65;0.0;0.0;257.63;2576.34;0.0;0.0;1;0.08407203094999693;1;0.16333280974545694;0
320541;2017;8;715.65;0.0;0.0;257.63;2576.34;0.0;0.0;1;0.08407203094999693;1;0.16333280974545694;0
320541;2017;9;715.65;0.0;0.0;257.63;2576.34;0.0;0.0;1;0.08407203094999693;1;0.16333280974545694;0
