isn_vinculo;num_ano;num_mes;8;15;21;51;54;79;86;160;161;185;199;207;312;324;371;1232;1233;1352;1367;1369;1404;1454;1455;IF_label;IF_score;OCSVM_label;OCSVM_score;anomalo
320492;2013;12;865.77;86.58;0.0;0.0;317.45;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;23.36;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;0.00039302425998133383;1;0.06375998850159559;0
329639;2013;12;0.0;0.0;0.0;0.0;0.0;0.0;0.0;361.47;0.0;0.0;0.0;361.54;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;0.12012907342613427;1;0.06986846751639408;0
320492;2014;1;915.12;91.51;0.0;0.0;0.0;18.09;0.0;0.0;0.0;211.0;0.0;0.0;0.0;0.0;24.66;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;0.011330480027250178;1;0.055513534009735466;0
329639;2014;1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;382.07;0.0;0.0;0.0;382.15;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;0.1207354022119283;1;0.06160994034520795;0
320492;2014;2;915.12;91.51;0.0;0.0;0.0;0.0;0.0;0.0;0.0;179.35;0.0;0.0;0.0;0.0;24.66;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;0.11172260577898141;1;0.1131287992124872;0
329639;2014;2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;382.07;0.0;0.0;0.0;382.15;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;0.1207354022119283;1;0.06160994034520795;0
320492;2014;3;915.12;91.51;0.0;0.0;335.54;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;24.66;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;0.007716792281515394;1;0.03901082670676059;0
329639;2014;3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;382.07;0.0;0.0;0.0;382.15;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;0.1207354022119283;1;0.06160994034520795;0
320492;2014;4;915.12;91.51;0.0;0.0;0.0;0.0;0.0;0.0;0.0;221.55;0.0;0.0;0.0;0.0;24.66;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;0.12368502699795231;1;0.09168843392514558;0
329639;2014;4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;382.07;0.0;0.0;0.0;382.15;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;0.1207354022119283;1;0.06160994034520795;0
320492;2014;5;915.12;91.51;0.0;0.0;0.0;0.0;0.0;0.0;0.0;223.0;0.0;0.0;0.0;0.0;24.66;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;0.1244082688609831;1;0.09079977646526993;0
329639;2014;5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;382.07;0.0;0.0;0.0;382.15;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;0.1207354022119283;1;0.06160994034520795;0
320492;2014;6;915.12;91.51;0.0;0.0;0.0;0.0;0.0;0.0;0.0;256.45;0.0;0.0;34.8;0.0;24.66;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1;-0.03197031802095596;-1;-0.06819691410815265;2
329639;2014;6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;382.07;0.0;0.0;0.0;382.15;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;0.1207354022119283;1;0.06160994034520795;0
320492;2014;7;915.12;91.51;0.0;0.0;0.0;0.0;0.0;0.0;0.0;223.0;0.0;0.0;0.0;0.0;24.66;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;0.1244082688609831;1;0.09079977646526993;0
329639;2014;7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;382.07;0.0;0.0;0.0;382.15;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;0.1207354022119283;1;0.06160994034520795;0
320492;2014;8;915.12;91.51;0.0;0.0;0.0;0.0;0.0;0.0;0.0;245.3;0.0;0.0;0.0;0.0;24.66;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;0.11747054284882463;1;0.0759062521023477;0
329639;2014;8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;382.07;0.0;0.0;0.0;382.15;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;0.1207354022119283;1;0.06160994034520795;0
